id,sessiondate,sessiontime,procedure,stage,visresp,visrt,confresp,confrt,trial
4996,8/10/2011,16:48:02,ThankYou,ReversalOpp,,,,,41
5049,3/24/2012,14:45:04,Practice1,List2,,,,,-4
5049,3/24/2012,14:45:04,Practice1,List2,,,1,440,-3
5049,3/24/2012,14:45:04,Practice1,List2,2,1434,1,1316,-2
5049,3/24/2012,14:45:04,Practice1,List2,,,1,404,-1
5049,3/24/2012,14:45:04,PracticeOver,List2,,,,,0
5049,3/24/2012,14:45:04,CSplusUSRev,AcquisitionOpp,1,813,1,1069,1
5049,3/24/2012,14:45:04,CSminusRev,AcquisitionOpp,2,739,1,805,2
5049,3/24/2012,14:45:04,CSplusUSRev,AcquisitionOpp,1,844,1,931,3
5049,3/24/2012,14:45:04,CSminusRev,AcquisitionOpp,2,663,1,537,4
5049,3/24/2012,14:45:04,CSminusRev,AcquisitionOpp,1,818,1,852,5
5049,3/24/2012,14:45:04,CSplusUSRev,AcquisitionOpp,2,848,1,775,6
5049,3/24/2012,14:45:04,CSplusUSRev,AcquisitionOpp,1,1082,1,1005,7
5049,3/24/2012,14:45:04,CSminusRev,AcquisitionOpp,1,642,1,930,8
5049,3/24/2012,14:45:04,CSplusUSRev,AcquisitionOpp,1,734,1,765,9
5049,3/24/2012,14:45:04,CSminusRev,AcquisitionOpp,1,550,2,1300,10
5049,3/24/2012,14:45:04,CSplusUSRev,AcquisitionOpp,2,1053,2,1436,11
5049,3/24/2012,14:45:04,CSminusRev,AcquisitionOpp,1,1138,2,723,12
5049,3/24/2012,14:45:04,CSminusRev,AcquisitionOpp,2,641,2,785,13
5049,3/24/2012,14:45:04,CSplusUSRev,AcquisitionOpp,2,578,2,1189,14
5049,3/24/2012,14:45:04,CSplusUSRev,AcquisitionOpp,1,1317,2,999,15
5049,3/24/2012,14:45:04,CSminusRev,AcquisitionOpp,1,589,1,546,16
5049,3/24/2012,14:45:04,CSplusUS,ReversalOpp,2,1126,1,356,17
5049,3/24/2012,14:45:04,CSminus,ReversalOpp,1,1052,1,762,18
5049,3/24/2012,14:45:04,CSminus,ReversalOpp,1,643,1,675,19
5049,3/24/2012,14:45:04,CSplusUS,ReversalOpp,2,1104,1,553,20
5049,3/24/2012,14:45:04,CSminus,ReversalOpp,1,451,1,604,21
5049,3/24/2012,14:45:04,CSplusUS,ReversalOpp,1,601,1,545,22
5049,3/24/2012,14:45:04,CSminus,ReversalOpp,1,1149,1,446,23
5049,3/24/2012,14:45:04,CSplusUS,ReversalOpp,2,399,2,269,24
5049,3/24/2012,14:45:04,CSminus,ReversalOpp,2,615,1,594,25
5049,3/24/2012,14:45:04,CSplusUS,ReversalOpp,1,382,2,970,26
5049,3/24/2012,14:45:04,CSminus,ReversalOpp,2,614,1,977,27
5049,3/24/2012,14:45:04,CSplusUS,ReversalOpp,2,1175,2,381,28
5049,3/24/2012,14:45:04,CSplusUS,ReversalOpp,1,397,1,1339,29
5049,3/24/2012,14:45:04,CSminus,ReversalOpp,1,470,2,708,30
5049,3/24/2012,14:45:04,CSminus,ReversalOpp,1,510,3,468,31
5049,3/24/2012,14:45:04,CSplusUS,ReversalOpp,1,423,2,218,32
5049,3/24/2012,14:45:04,ThankYou,ReversalOpp,1,6530,,,33
5115,10/17/2011,15:10:04,Practice1,List2,,,1,288,-4
5115,10/17/2011,15:10:04,Practice1,List2,2,448,1,813,-3
5115,10/17/2011,15:10:04,Practice1,List2,2,386,1,322,-2
5115,10/17/2011,15:10:04,Practice1,List2,1,1202,2,322,-1
5115,10/17/2011,15:10:04,PracticeOver,List2,,,,,0
5115,10/17/2011,15:10:04,CSplusUS,Acquisition,2,793,1,602,1
5115,10/17/2011,15:10:04,CSminus,Acquisition,1,527,1,474,2
5115,10/17/2011,15:10:04,CSplusUS,Acquisition,1,467,1,321,3
5115,10/17/2011,15:10:04,CSminus,Acquisition,2,481,1,317,4
5115,10/17/2011,15:10:04,CSplusUS,Acquisition,1,406,1,326,5
5115,10/17/2011,15:10:04,CSplusUS,Acquisition,2,326,1,315,6
5115,10/17/2011,15:10:04,CSminus,Acquisition,2,393,1,313,7
5115,10/17/2011,15:10:04,CSplusUS,Acquisition,2,259,1,248,8
5115,10/17/2011,15:10:04,CSminus,Acquisition,1,715,1,190,9
5115,10/17/2011,15:10:04,CSplusUS,Acquisition,1,251,1,240,10
5115,10/17/2011,15:10:04,CSminus,Acquisition,2,444,1,234,11
5115,10/17/2011,15:10:04,CSplusUS,Acquisition,1,270,1,211,12
5115,10/17/2011,15:10:04,CSminus,Acquisition,1,744,1,298,13
5115,10/17/2011,15:10:04,CSminus,Acquisition,1,395,1,268,14
5115,10/17/2011,15:10:04,CSplusUS,Acquisition,2,462,1,412,15
5115,10/17/2011,15:10:04,CSminus,Acquisition,2,360,1,313,16
5115,10/17/2011,15:10:04,CSplusUSRev,Reversal,2,275,1,263,17
5115,10/17/2011,15:10:04,CSminusRev,Reversal,2,458,1,216,18
5115,10/17/2011,15:10:04,CSplusUSRev,Reversal,1,253,1,211,19
5115,10/17/2011,15:10:04,CSminusRev,Reversal,1,374,1,247,20
5115,10/17/2011,15:10:04,CSplusUSRev,Reversal,2,308,1,198,21
5115,10/17/2011,15:10:04,CSminusRev,Reversal,2,381,1,238,22
5115,10/17/2011,15:10:04,CSminusRev,Reversal,2,327,1,202,23
5115,10/17/2011,15:10:04,CSplusUSRev,Reversal,1,215,1,206,24
5115,10/17/2011,15:10:04,CSplusUSRev,Reversal,1,355,1,229,25
5115,10/17/2011,15:10:04,CSminusRev,Reversal,1,632,1,190,26
5115,10/17/2011,15:10:04,CSminusRev,Reversal,2,324,1,198,27
5115,10/17/2011,15:10:04,CSplusUSRev,Reversal,2,260,1,170,28
5115,10/17/2011,15:10:04,CSminusRev,Reversal,2,712,1,203,29
5115,10/17/2011,15:10:04,CSplusUSRev,Reversal,1,345,1,315,30
5115,10/17/2011,15:10:04,CSminusRev,Reversal,2,554,1,196,31
5115,10/17/2011,15:10:04,CSplusUSRev,Reversal,2,249,1,175,32
5115,10/17/2011,15:10:04,ThankYou,Reversal,2,2979,,,33
5152,11/14/2011,17:59:50,Practice1,List2,,,,,-4
5152,11/14/2011,17:59:50,Practice1,List2,2,1085,1,1586,-3
5152,11/14/2011,17:59:50,Practice1,List2,1,1311,1,811,-2
5152,11/14/2011,17:59:50,Practice1,List2,1,1023,1,774,-1
5152,11/14/2011,17:59:50,PracticeOver,List2,,,,,0
5152,11/14/2011,17:59:50,CSplusUSRev,AcquisitionOpp,1,1814,1,830,1
5152,11/14/2011,17:59:50,CSminusRev,AcquisitionOpp,2,1371,1,739,2
5152,11/14/2011,17:59:50,CSplusUSRev,AcquisitionOpp,,,,,3
5152,11/14/2011,17:59:50,CSminusRev,AcquisitionOpp,1,1408,1,472,4
5152,11/14/2011,17:59:50,CSminusRev,AcquisitionOpp,,,2,126,5
5152,11/14/2011,17:59:50,CSplusUSRev,AcquisitionOpp,1,783,1,607,6
5152,11/14/2011,17:59:50,CSplusUSRev,AcquisitionOpp,2,924,1,663,7
5152,11/14/2011,17:59:50,CSminusRev,AcquisitionOpp,,,2,269,8
5152,11/14/2011,17:59:50,CSplusUSRev,AcquisitionOpp,1,855,1,309,9
5152,11/14/2011,17:59:50,CSminusRev,AcquisitionOpp,2,606,1,261,10
5152,11/14/2011,17:59:50,CSplusUSRev,AcquisitionOpp,1,344,1,298,11
5152,11/14/2011,17:59:50,CSminusRev,AcquisitionOpp,1,748,1,302,12
5152,11/14/2011,17:59:50,CSminusRev,AcquisitionOpp,1,814,1,253,13
5152,11/14/2011,17:59:50,CSplusUSRev,AcquisitionOpp,1,665,1,318,14
5152,11/14/2011,17:59:50,CSplusUSRev,AcquisitionOpp,2,1615,1,222,15
5152,11/14/2011,17:59:50,CSminusRev,AcquisitionOpp,2,610,2,330,16
5152,11/14/2011,17:59:50,CSplusUS,ReversalOpp,1,466,1,655,17
5152,11/14/2011,17:59:50,CSminus,ReversalOpp,1,730,1,413,18
5152,11/14/2011,17:59:50,CSminus,ReversalOpp,2,945,1,315,19
5152,11/14/2011,17:59:50,CSplusUS,ReversalOpp,1,965,1,350,20
5152,11/14/2011,17:59:50,CSminus,ReversalOpp,2,989,1,277,21
5152,11/14/2011,17:59:50,CSplusUS,ReversalOpp,1,399,2,767,22
5152,11/14/2011,17:59:50,CSminus,ReversalOpp,2,1125,1,441,23
5152,11/14/2011,17:59:50,CSplusUS,ReversalOpp,1,572,1,565,24
5152,11/14/2011,17:59:50,CSminus,ReversalOpp,2,1195,1,428,25
5152,11/14/2011,17:59:50,CSplusUS,ReversalOpp,1,1000,1,704,26
5152,11/14/2011,17:59:50,CSminus,ReversalOpp,1,657,1,295,27
5152,11/14/2011,17:59:50,CSplusUS,ReversalOpp,2,880,1,285,28
5152,11/14/2011,17:59:50,CSplusUS,ReversalOpp,1,510,1,330,29
5152,11/14/2011,17:59:50,CSminus,ReversalOpp,2,585,1,482,30
5152,11/14/2011,17:59:50,CSminus,ReversalOpp,1,604,1,355,31
5152,11/14/2011,17:59:50,CSplusUS,ReversalOpp,1,1178,1,331,32
5152,11/14/2011,17:59:50,ThankYou,ReversalOpp,2,5161,,,33
5445,8/18/2011,14:05:32,Practice1,List2,,,,,-4
5445,8/18/2011,14:05:32,Practice1,List2,1,1245,2,1676,-3
5445,8/18/2011,14:05:32,Practice1,List2,1,918,2,1729,-2
5445,8/18/2011,14:05:32,Practice1,List2,1,1224,,,-1
5445,8/18/2011,14:05:32,PracticeOver,List2,,,,,0
5445,8/18/2011,14:05:32,CSminus,Acquisition,1,822,3,1013,1
5445,8/18/2011,14:05:32,CSplusUS,Acquisition,,,2,219,2
5445,8/18/2011,14:05:32,CSminus,Acquisition,2,1910,2,1802,3
5445,8/18/2011,14:05:32,CSplusUS,Acquisition,2,1639,1,1686,4
5445,8/18/2011,14:05:32,CSminus,Acquisition,,,2,144,5
5445,8/18/2011,14:05:32,CSplusUS,Acquisition,1,799,1,1295,6
5445,8/18/2011,14:05:32,CSminus,Acquisition,2,1352,3,1282,7
5445,8/18/2011,14:05:32,CSplusUS,Acquisition,1,941,1,1143,8
5445,8/18/2011,14:05:32,CSminus,Acquisition,2,1439,3,1429,9
5445,8/18/2011,14:05:32,CSminus,Acquisition,1,1018,2,945,10
5445,8/18/2011,14:05:32,CSplusUS,Acquisition,1,784,1,1072,11
5445,8/18/2011,14:05:32,CSplusUS,Acquisition,2,1562,2,892,12
5445,8/18/2011,14:05:32,CSminus,Acquisition,2,1798,3,1326,13
5445,8/18/2011,14:05:32,CSplusUS,Acquisition,1,759,1,873,14
5445,8/18/2011,14:05:32,CSplusUS,Acquisition,2,1546,2,988,15
5445,8/18/2011,14:05:32,CSminus,Acquisition,1,826,1,713,16
5445,8/18/2011,14:05:32,CSminusRev,Reversal,1,955,3,1348,17
5445,8/18/2011,14:05:32,CSplusUSRev,Reversal,1,708,1,712,18
5445,8/18/2011,14:05:32,CSplusUSRev,Reversal,1,696,1,636,19
5445,8/18/2011,14:05:32,CSminusRev,Reversal,1,752,3,1026,20
5445,8/18/2011,14:05:32,CSminusRev,Reversal,1,662,1,555,21
5445,8/18/2011,14:05:32,CSplusUSRev,Reversal,1,619,3,1090,22
5445,8/18/2011,14:05:32,CSminusRev,Reversal,1,858,1,648,23
5445,8/18/2011,14:05:32,CSminusRev,Reversal,1,788,3,1236,24
5445,8/18/2011,14:05:32,CSplusUSRev,Reversal,1,648,2,846,25
5445,8/18/2011,14:05:32,CSminusRev,Reversal,1,1145,1,620,26
5445,8/18/2011,14:05:32,CSplusUSRev,Reversal,2,1087,,,27
5445,8/18/2011,14:05:32,CSminusRev,Reversal,1,785,1,514,28
5445,8/18/2011,14:05:32,CSplusUSRev,Reversal,1,1059,3,761,29
5445,8/18/2011,14:05:32,CSminusRev,Reversal,1,1120,1,451,30
5445,8/18/2011,14:05:32,CSplusUSRev,Reversal,2,869,3,1234,31
5445,8/18/2011,14:05:32,CSplusUSRev,Reversal,1,695,1,491,32
5445,8/18/2011,14:05:32,CSminusRev,Reversal,1,613,1,412,33
5445,8/18/2011,14:05:32,CSminusRev,Reversal,1,649,1,447,34
5445,8/18/2011,14:05:32,CSplusUSRev,Reversal,1,713,1,477,35
5445,8/18/2011,14:05:32,CSminusRev,Reversal,1,808,1,503,36
5445,8/18/2011,14:05:32,CSplusUSRev,Reversal,1,600,1,479,37
5445,8/18/2011,14:05:32,CSplusUSRev,Reversal,1,986,1,514,38
5445,8/18/2011,14:05:32,CSminusRev,Reversal,1,682,1,270,39
5445,8/18/2011,14:05:32,CSplusUSRev,Reversal,1,633,1,399,40
5445,8/18/2011,14:05:32,ThankYou,Reversal,,,,,41
5508,11/14/2011,16:15:06,Practice1,List2,,,1,1010,-4
5508,11/14/2011,16:15:06,Practice1,List2,2,494,3,1530,-3
5508,11/14/2011,16:15:06,Practice1,List2,1,682,1,1086,-2
5508,11/14/2011,16:15:06,Practice1,List2,1,431,1,605,-1
5508,11/14/2011,16:15:06,PracticeOver,List2,,,,,0
5508,11/14/2011,16:15:06,CSplusUSRev,AcquisitionOpp,1,675,1,1160,1
5508,11/14/2011,16:15:06,CSminusRev,AcquisitionOpp,1,671,1,628,2
5508,11/14/2011,16:15:06,CSplusUSRev,AcquisitionOpp,1,448,1,1198,3
5508,11/14/2011,16:15:06,CSminusRev,AcquisitionOpp,1,476,1,425,4
5508,11/14/2011,16:15:06,CSminusRev,AcquisitionOpp,1,502,1,704,5
5508,11/14/2011,16:15:06,CSplusUSRev,AcquisitionOpp,1,466,1,670,6
5508,11/14/2011,16:15:06,CSplusUSRev,AcquisitionOpp,1,408,1,807,7
5508,11/14/2011,16:15:06,CSminusRev,AcquisitionOpp,1,461,1,442,8
5508,11/14/2011,16:15:06,CSplusUSRev,AcquisitionOpp,1,542,1,440,9
5508,11/14/2011,16:15:06,CSminusRev,AcquisitionOpp,1,323,1,358,10
5508,11/14/2011,16:15:06,CSplusUSRev,AcquisitionOpp,1,660,1,698,11
5508,11/14/2011,16:15:06,CSminusRev,AcquisitionOpp,1,364,1,445,12
5508,11/14/2011,16:15:06,CSminusRev,AcquisitionOpp,1,504,1,436,13
5508,11/14/2011,16:15:06,CSplusUSRev,AcquisitionOpp,1,496,1,748,14
5508,11/14/2011,16:15:06,CSplusUSRev,AcquisitionOpp,2,660,1,585,15
5508,11/14/2011,16:15:06,CSminusRev,AcquisitionOpp,1,558,1,487,16
5508,11/14/2011,16:15:06,CSplusUS,ReversalOpp,1,505,1,421,17
5508,11/14/2011,16:15:06,CSminus,ReversalOpp,1,377,1,682,18
5508,11/14/2011,16:15:06,CSminus,ReversalOpp,1,524,1,423,19
5508,11/14/2011,16:15:06,CSplusUS,ReversalOpp,1,539,1,550,20
5508,11/14/2011,16:15:06,CSminus,ReversalOpp,1,645,1,923,21
5508,11/14/2011,16:15:06,CSplusUS,ReversalOpp,1,371,1,372,22
5508,11/14/2011,16:15:06,CSminus,ReversalOpp,1,418,1,432,23
5508,11/14/2011,16:15:06,CSplusUS,ReversalOpp,1,581,1,878,24
5508,11/14/2011,16:15:06,CSminus,ReversalOpp,1,313,1,460,25
5508,11/14/2011,16:15:06,CSplusUS,ReversalOpp,1,631,1,670,26
5508,11/14/2011,16:15:06,CSminus,ReversalOpp,1,335,1,369,27
5508,11/14/2011,16:15:06,CSplusUS,ReversalOpp,1,840,1,1158,28
5508,11/14/2011,16:15:06,CSplusUS,ReversalOpp,1,677,1,634,29
5508,11/14/2011,16:15:06,CSminus,ReversalOpp,1,285,1,354,30
5508,11/14/2011,16:15:06,CSminus,ReversalOpp,1,329,1,444,31
5508,11/14/2011,16:15:06,CSplusUS,ReversalOpp,1,319,1,386,32
5508,11/14/2011,16:15:06,ThankYou,ReversalOpp,2,4564,,,33
5519,11/2/2011,17:53:24,Practice1,List2,,,,,-4
5519,11/2/2011,17:53:24,Practice1,List2,1,1131,,,-3
5519,11/2/2011,17:53:24,Practice1,List2,1,698,1,879,-2
5519,11/2/2011,17:53:24,Practice1,List2,1,664,1,862,-1
5519,11/2/2011,17:53:24,PracticeOver,List2,,,,,0
5519,11/2/2011,17:53:24,CSplusUSRev,AcquisitionOpp,1,678,1,827,1
5519,11/2/2011,17:53:24,CSminusRev,AcquisitionOpp,1,663,1,829,2
5519,11/2/2011,17:53:24,CSplusUSRev,AcquisitionOpp,2,1753,1,1027,3
5519,11/2/2011,17:53:24,CSminusRev,AcquisitionOpp,1,583,1,671,4
5519,11/2/2011,17:53:24,CSminusRev,AcquisitionOpp,1,650,1,703,5
5519,11/2/2011,17:53:24,CSplusUSRev,AcquisitionOpp,1,679,1,700,6
5519,11/2/2011,17:53:24,CSplusUSRev,AcquisitionOpp,2,502,1,1010,7
5519,11/2/2011,17:53:24,CSminusRev,AcquisitionOpp,1,630,1,813,8
5519,11/2/2011,17:53:24,CSplusUSRev,AcquisitionOpp,1,674,1,1222,9
5519,11/2/2011,17:53:24,CSminusRev,AcquisitionOpp,1,875,1,616,10
5519,11/2/2011,17:53:24,CSplusUSRev,AcquisitionOpp,1,660,1,826,11
5519,11/2/2011,17:53:24,CSminusRev,AcquisitionOpp,2,1007,1,999,12
5519,11/2/2011,17:53:24,CSminusRev,AcquisitionOpp,1,604,1,1076,13
5519,11/2/2011,17:53:24,CSplusUSRev,AcquisitionOpp,1,686,1,994,14
5519,11/2/2011,17:53:24,CSplusUSRev,AcquisitionOpp,1,592,1,952,15
5519,11/2/2011,17:53:24,CSminusRev,AcquisitionOpp,1,695,1,747,16
5519,11/2/2011,17:53:24,CSplusUS,ReversalOpp,1,499,1,670,17
5519,11/2/2011,17:53:24,CSminus,ReversalOpp,1,600,1,432,18
5519,11/2/2011,17:53:24,CSminus,ReversalOpp,2,899,1,751,19
5519,11/2/2011,17:53:24,CSplusUS,ReversalOpp,1,487,1,659,20
5519,11/2/2011,17:53:24,CSminus,ReversalOpp,1,645,1,523,21
5519,11/2/2011,17:53:24,CSplusUS,ReversalOpp,1,532,1,734,22
5519,11/2/2011,17:53:24,CSminus,ReversalOpp,1,686,1,930,23
5519,11/2/2011,17:53:24,CSplusUS,ReversalOpp,2,801,1,801,24
5519,11/2/2011,17:53:24,CSminus,ReversalOpp,1,559,1,680,25
5519,11/2/2011,17:53:24,CSplusUS,ReversalOpp,1,474,1,503,26
5519,11/2/2011,17:53:24,CSminus,ReversalOpp,1,720,1,659,27
5519,11/2/2011,17:53:24,CSplusUS,ReversalOpp,1,469,1,610,28
5519,11/2/2011,17:53:24,CSplusUS,ReversalOpp,1,798,1,830,29
5519,11/2/2011,17:53:24,CSminus,ReversalOpp,1,1051,1,609,30
5519,11/2/2011,17:53:24,CSminus,ReversalOpp,1,645,1,555,31
5519,11/2/2011,17:53:24,CSplusUS,ReversalOpp,1,795,1,539,32
5519,11/2/2011,17:53:24,ThankYou,ReversalOpp,2,3664,,,33
5547,9/22/2011,15:04:44,Practice1,List2,,,,,-4
5547,9/22/2011,15:04:44,Practice1,List2,1,534,1,1504,-3
5547,9/22/2011,15:04:44,Practice1,List2,1,577,1,746,-2
5547,9/22/2011,15:04:44,Practice1,List2,1,577,1,490,-1
5547,9/22/2011,15:04:44,PracticeOver,List2,,,,,0
5547,9/22/2011,15:04:44,CSplusUS,Acquisition,1,784,1,416,1
5547,9/22/2011,15:04:44,CSminus,Acquisition,2,629,1,716,2
5547,9/22/2011,15:04:44,CSplusUS,Acquisition,2,1077,1,490,3
5547,9/22/2011,15:04:44,CSminus,Acquisition,1,532,1,366,4
5547,9/22/2011,15:04:44,CSplusUS,Acquisition,1,620,1,355,5
5547,9/22/2011,15:04:44,CSplusUS,Acquisition,2,875,1,440,6
5547,9/22/2011,15:04:44,CSminus,Acquisition,1,499,1,350,7
5547,9/22/2011,15:04:44,CSplusUS,Acquisition,2,381,1,477,8
5547,9/22/2011,15:04:44,CSminus,Acquisition,1,696,1,508,9
5547,9/22/2011,15:04:44,CSplusUS,Acquisition,1,942,1,312,10
5547,9/22/2011,15:04:44,CSminus,Acquisition,2,593,1,504,11
5547,9/22/2011,15:04:44,CSplusUS,Acquisition,1,329,1,428,12
5547,9/22/2011,15:04:44,CSminus,Acquisition,2,912,1,412,13
5547,9/22/2011,15:04:44,CSminus,Acquisition,2,729,1,764,14
5547,9/22/2011,15:04:44,CSplusUS,Acquisition,1,450,1,319,15
5547,9/22/2011,15:04:44,CSminus,Acquisition,2,536,1,434,16
5547,9/22/2011,15:04:44,CSplusUSRev,Reversal,1,342,1,312,17
5547,9/22/2011,15:04:44,CSminusRev,Reversal,2,592,1,344,18
5547,9/22/2011,15:04:44,CSplusUSRev,Reversal,1,464,1,301,19
5547,9/22/2011,15:04:44,CSminusRev,Reversal,2,447,1,381,20
5547,9/22/2011,15:04:44,CSplusUSRev,Reversal,1,643,1,297,21
5547,9/22/2011,15:04:44,CSminusRev,Reversal,2,770,1,467,22
5547,9/22/2011,15:04:44,CSminusRev,Reversal,2,429,1,381,23
5547,9/22/2011,15:04:44,CSplusUSRev,Reversal,1,347,1,285,24
5547,9/22/2011,15:04:44,CSplusUSRev,Reversal,1,294,1,282,25
5547,9/22/2011,15:04:44,CSminusRev,Reversal,2,444,1,331,26
5547,9/22/2011,15:04:44,CSminusRev,Reversal,2,315,1,334,27
5547,9/22/2011,15:04:44,CSplusUSRev,Reversal,1,381,1,302,28
5547,9/22/2011,15:04:44,CSminusRev,Reversal,2,239,1,277,29
5547,9/22/2011,15:04:44,CSplusUSRev,Reversal,1,423,1,374,30
5547,9/22/2011,15:04:44,CSminusRev,Reversal,2,276,1,248,31
5547,9/22/2011,15:04:44,CSplusUSRev,Reversal,1,324,1,263,32
5547,9/22/2011,15:04:44,ThankYou,Reversal,2,3344,,,33
5586,4/12/2012,11:25:10,Practice1,List2,,,1,819,-4
5586,4/12/2012,11:25:10,Practice1,List2,1,1263,1,1356,-3
5586,4/12/2012,11:25:10,Practice1,List2,1,819,1,1489,-2
5586,4/12/2012,11:25:10,Practice1,List2,2,1515,1,1022,-1
5586,4/12/2012,11:25:10,PracticeOver,List2,,,,,0
5586,4/12/2012,11:25:10,CSplusUSRev,AcquisitionOpp,2,1212,3,1004,1
5586,4/12/2012,11:25:10,CSminusRev,AcquisitionOpp,2,753,3,1186,2
5586,4/12/2012,11:25:10,CSplusUSRev,AcquisitionOpp,2,897,3,973,3
5586,4/12/2012,11:25:10,CSminusRev,AcquisitionOpp,2,866,3,1007,4
5586,4/12/2012,11:25:10,CSminusRev,AcquisitionOpp,2,789,3,773,5
5586,4/12/2012,11:25:10,CSplusUSRev,AcquisitionOpp,2,859,3,1272,6
5586,4/12/2012,11:25:10,CSplusUSRev,AcquisitionOpp,2,803,3,1907,7
5586,4/12/2012,11:25:10,CSminusRev,AcquisitionOpp,2,884,3,848,8
5586,4/12/2012,11:25:10,CSplusUSRev,AcquisitionOpp,2,876,2,1369,9
5586,4/12/2012,11:25:10,CSminusRev,AcquisitionOpp,2,959,3,936,10
5586,4/12/2012,11:25:10,CSplusUSRev,AcquisitionOpp,2,873,3,1126,11
5586,4/12/2012,11:25:10,CSminusRev,AcquisitionOpp,2,789,3,758,12
5586,4/12/2012,11:25:10,CSminusRev,AcquisitionOpp,2,909,3,1081,13
5586,4/12/2012,11:25:10,CSplusUSRev,AcquisitionOpp,2,1034,2,1057,14
5586,4/12/2012,11:25:10,CSplusUSRev,AcquisitionOpp,2,1084,2,1232,15
5586,4/12/2012,11:25:10,CSminusRev,AcquisitionOpp,2,924,3,1111,16
5586,4/12/2012,11:25:10,CSplusUS,ReversalOpp,2,1073,3,902,17
5586,4/12/2012,11:25:10,CSminus,ReversalOpp,2,1143,3,1321,18
5586,4/12/2012,11:25:10,CSminus,ReversalOpp,2,826,3,1417,19
5586,4/12/2012,11:25:10,CSplusUS,ReversalOpp,2,790,3,902,20
5586,4/12/2012,11:25:10,CSminus,ReversalOpp,2,607,3,967,21
5586,4/12/2012,11:25:10,CSplusUS,ReversalOpp,2,781,3,925,22
5586,4/12/2012,11:25:10,CSminus,ReversalOpp,2,903,3,1394,23
5586,4/12/2012,11:25:10,CSplusUS,ReversalOpp,2,655,3,933,24
5586,4/12/2012,11:25:10,CSminus,ReversalOpp,2,717,3,832,25
5586,4/12/2012,11:25:10,CSplusUS,ReversalOpp,2,892,3,872,26
5586,4/12/2012,11:25:10,CSminus,ReversalOpp,2,787,3,691,27
5586,4/12/2012,11:25:10,CSplusUS,ReversalOpp,2,604,3,1060,28
5586,4/12/2012,11:25:10,CSplusUS,ReversalOpp,2,663,3,973,29
5586,4/12/2012,11:25:10,CSminus,ReversalOpp,2,1411,3,779,30
5586,4/12/2012,11:25:10,CSminus,ReversalOpp,2,1881,3,766,31
5586,4/12/2012,11:25:10,CSplusUS,ReversalOpp,2,605,3,996,32
5586,4/12/2012,11:25:10,ThankYou,ReversalOpp,2,6976,,,33
5765,8/19/2011,15:40:22,Practice1,List2,,,2,981,-4
5765,8/19/2011,15:40:22,Practice1,List2,1,1067,1,1200,-3
5765,8/19/2011,15:40:22,Practice1,List2,2,1509,1,1017,-2
5765,8/19/2011,15:40:22,Practice1,List2,1,1068,1,818,-1
5765,8/19/2011,15:40:22,PracticeOver,List2,,,,,0
5765,8/19/2011,15:40:22,CSplusUS,Acquisition,2,1110,2,1162,1
5765,8/19/2011,15:40:22,CSminus,Acquisition,1,714,1,1021,2
5765,8/19/2011,15:40:22,CSplusUS,Acquisition,2,968,2,1905,3
5765,8/19/2011,15:40:22,CSminus,Acquisition,1,779,1,780,4
5765,8/19/2011,15:40:22,CSplusUS,Acquisition,2,531,2,830,5
5765,8/19/2011,15:40:22,CSplusUS,Acquisition,2,514,2,749,6
5765,8/19/2011,15:40:22,CSminus,Acquisition,2,1540,,,7
5765,8/19/2011,15:40:22,CSplusUS,Acquisition,2,796,2,749,8
5765,8/19/2011,15:40:22,CSminus,Acquisition,1,628,1,971,9
5765,8/19/2011,15:40:22,CSplusUS,Acquisition,2,1338,3,965,10
5765,8/19/2011,15:40:22,CSminus,Acquisition,1,1306,1,1014,11
5765,8/19/2011,15:40:22,CSplusUS,Acquisition,2,854,3,673,12
5765,8/19/2011,15:40:22,CSminus,Acquisition,1,1756,1,630,13
5765,8/19/2011,15:40:22,CSminus,Acquisition,1,682,1,478,14
5765,8/19/2011,15:40:22,CSplusUS,Acquisition,2,624,3,775,15
5765,8/19/2011,15:40:22,CSminus,Acquisition,2,805,1,917,16
5765,8/19/2011,15:40:22,CSplusUSRev,Reversal,2,830,3,877,17
5765,8/19/2011,15:40:22,CSminusRev,Reversal,2,1152,3,913,18
5765,8/19/2011,15:40:22,CSplusUSRev,Reversal,2,1361,3,811,19
5765,8/19/2011,15:40:22,CSminusRev,Reversal,,,1,636,20
5765,8/19/2011,15:40:22,CSplusUSRev,Reversal,2,408,3,743,21
5765,8/19/2011,15:40:22,CSminusRev,Reversal,1,623,1,438,22
5765,8/19/2011,15:40:22,CSminusRev,Reversal,,,1,197,23
5765,8/19/2011,15:40:22,CSplusUSRev,Reversal,2,402,3,849,24
5765,8/19/2011,15:40:22,CSplusUSRev,Reversal,2,934,3,1024,25
5765,8/19/2011,15:40:22,CSminusRev,Reversal,2,445,3,715,26
5765,8/19/2011,15:40:22,CSminusRev,Reversal,2,835,3,673,27
5765,8/19/2011,15:40:22,CSplusUSRev,Reversal,2,828,3,587,28
5765,8/19/2011,15:40:22,CSminusRev,Reversal,2,544,3,346,29
5765,8/19/2011,15:40:22,CSplusUSRev,Reversal,2,378,3,603,30
5765,8/19/2011,15:40:22,CSminusRev,Reversal,2,574,2,663,31
5765,8/19/2011,15:40:22,CSplusUSRev,Reversal,2,339,3,517,32
5765,8/19/2011,15:40:22,CSminusRev,Reversal,2,686,3,498,33
